START DATE,END DATE,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),SUBJEC T,AWAY TEAM,HOME TEAM,LOCATION
10/8/2011,10/8/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Florida International at Akron,Florida International,Akron,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Vanderbilt at Alabama,Vanderbilt,Alabama,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Auburn at Arkansas,Auburn,Arkansas,
10/8/2011,10/8/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Temple at Ball State,Temple,Ball State,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Iowa State at Baylor,Iowa State,Baylor,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,San Jose State at Brigham Young,San Jose State,Brigham Young,
10/8/2011,10/8/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Ohio at Buffalo,Ohio,Buffalo,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Boston College at Clemson,Boston College,Clemson,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Maryland at Georgia Tech,Maryland,Georgia Tech,
10/8/2011,10/8/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,East Carolina at Houston,East Carolina,Houston,
10/8/2011,10/8/2011,2:00 PM,3:00 PM,4:00 PM,5:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,Louisiana Tech at Idaho,Louisiana Tech,Idaho,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Illinois at Indiana,Illinois,Indiana,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Missouri at Kansas State,Missouri,Kansas State,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Troy at Louisiana-Lafayette,Troy,Louisiana-Lafayette,
10/8/2011,10/8/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Arkansas State at Louisiana-Monroe,Arkansas State,Louisiana-Monroe,
10/8/2011,10/8/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Florida at LSU,Florida,LSU,
10/8/2011,10/8/2011,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,Army at Miami (OH),Army,Miami (OH),
10/8/2011,10/8/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Southern Miss at Navy,Southern Miss,Navy,
10/8/2011,10/8/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Ohio State at Nebraska,Ohio State,Nebraska,
10/8/2011,10/8/2011,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,UNLV at Nevada,UNLV,Nevada,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Louisville at North Carolina,Louisville,North Carolina,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Central Michigan at North Carolina State,Central Michigan,North Carolina State,
10/8/2011,10/8/2011,4:30 PM,5:30 PM,6:30 PM,7:30 PM,7:30 PM,8:30 PM,9:30 PM,10:30 PM,Florida Atlantic at North Texas,Florida Atlantic,North Texas,
10/8/2011,10/8/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Kent State at Northern Illinois,Kent State,Northern Illinois,
10/8/2011,10/8/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Michigan at Northwestern,Michigan,Northwestern,
10/8/2011,10/8/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Air Force at Notre Dame,Air Force,Notre Dame,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Kansas at Oklahoma State,Kansas,Oklahoma State,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arizona at Oregon State,Arizona,Oregon State,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Iowa at Penn State,Iowa,Penn State,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Minnesota at Purdue,Minnesota,Purdue,
10/8/2011,10/8/2011,9:30 AM,10:30 AM,11:30 AM,12:30 PM,12:30 PM,1:30 PM,2:30 PM,3:30 PM,Memphis at Rice,Memphis,Rice,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Pittsburgh at Rutgers,Pittsburgh,Rutgers,
10/8/2011,10/8/2011,7:30 PM,8:30 PM,9:30 PM,10:30 PM,10:30 PM,11:30 PM,11:59 PM,11:59 PM,TCU at San Diego State,TCU,San Diego State,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Kentucky at South Carolina,Kentucky,South Carolina,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Colorado at Stanford,Colorado,Stanford,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Georgia at Tennessee,Georgia,Tennessee,
10/8/2011,10/8/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Oklahoma at Texas,Oklahoma,Texas,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Texas A&M at Texas Tech,Texas A&M,Texas Tech,
10/8/2011,10/8/2011,12:00 PM,1:00 PM,2:00 PM,3:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,Eastern Michigan at Toledo,Eastern Michigan,Toledo,
10/8/2011,10/8/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Syracuse at Tulane,Syracuse,Tulane,
10/8/2011,10/8/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Mississippi State at UAB,Mississippi State,UAB,
10/8/2011,10/8/2011,1:00 PM,2:00 PM,3:00 PM,4:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,Marshall at UCF,Marshall,UCF,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Washington State at UCLA,Washington State,UCLA,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arizona State at Utah,Arizona State,Utah,
10/8/2011,10/8/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Wyoming at Utah State,Wyoming,Utah State,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Miami (FL) at Virginia Tech,Miami (FL),Virginia Tech,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Florida State at Wake Forest,Florida State,Wake Forest,
10/8/2011,10/8/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Connecticut at West Virginia,Connecticut,West Virginia,
10/8/2011,10/8/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Bowling Green at Western Michigan,Bowling Green,Western Michigan,
10/13/2011,10/13/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,San Diego State at Air Force,San Diego State,Air Force,
10/13/2011,10/13/2011,6:00 PM,7:00 PM,8:00 PM,9:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,USC at California,USC,California,
10/14/2011,10/14/2011,6:00 PM,7:00 PM,8:00 PM,9:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,Hawaii at San Jose State,Hawaii,San Jose State,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Florida at Auburn,Florida,Auburn,
10/15/2011,10/15/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Toledo at Bowling Green,Toledo,Bowling Green,
10/15/2011,10/15/2011,12:00 PM,1:00 PM,2:00 PM,3:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,Eastern Michigan at Central Michigan,Eastern Michigan,Central Michigan,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Louisville at Cincinnati,Louisville,Cincinnati,
10/15/2011,10/15/2011,3:00 PM,4:00 PM,5:00 PM,6:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,Boise State at Colorado State,Boise State,Colorado State,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,South Florida at Connecticut,South Florida,Connecticut,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Florida State at Duke,Florida State,Duke,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Western Kentucky at Florida Atlantic,Western Kentucky,Florida Atlantic,
10/15/2011,10/15/2011,7:00 PM,8:00 PM,9:00 PM,10:00 PM,10:00 PM,11:00 PM,11:59 PM,11:59 PM,Utah State at Fresno State,Utah State,Fresno State,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Ohio State at Illinois,Ohio State,Illinois,
10/15/2011,10/15/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Northwestern at Iowa,Northwestern,Iowa,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oklahoma at Kansas,Oklahoma,Kansas,
10/15/2011,10/15/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Miami (OH) at Kent State,Miami (OH),Kent State,
10/15/2011,10/15/2011,2:00 PM,3:00 PM,4:00 PM,5:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,North Texas at Louisiana-Lafayette,North Texas,Louisiana-Lafayette,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Rice at Marshall,Rice,Marshall,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Clemson at Maryland,Clemson,Maryland,
10/15/2011,10/15/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,East Carolina at Memphis,East Carolina,Memphis,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Michigan at Michigan State,Michigan,Michigan State,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,South Carolina at Mississippi State,South Carolina,Mississippi State,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Iowa State at Missouri,Iowa State,Missouri,
10/15/2011,10/15/2011,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,New Mexico at Nevada,New Mexico,Nevada,
10/15/2011,10/15/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Idaho at New Mexico State,Idaho,New Mexico State,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Miami (FL) at North Carolina,Miami (FL),North Carolina,
10/15/2011,10/15/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Western Michigan at Northern Illinois,Western Michigan,Northern Illinois,
10/15/2011,10/15/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Ball State at Ohio,Ball State,Ohio,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Alabama at Ole Miss,Alabama,Ole Miss,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arizona State at Oregon,Arizona State,Oregon,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Brigham Young at Oregon State,Brigham Young,Oregon State,
10/15/2011,10/15/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Purdue at Penn State,Purdue,Penn State,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Utah at Pittsburgh,Utah,Pittsburgh,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Navy at Rutgers,Navy,Rutgers,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,UCF at Southern Methodist,UCF,Southern Methodist,
10/15/2011,10/15/2011,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,Buffalo at Temple,Buffalo,Temple,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,LSU at Tennessee,LSU,Tennessee,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oklahoma State at Texas,Oklahoma State,Texas,
10/15/2011,10/15/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Baylor at Texas A&M,Baylor,Texas A&M,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Kansas State at Texas Tech,Kansas State,Texas Tech,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Louisiana-Monroe at Troy,Louisiana-Monroe,Troy,
10/15/2011,10/15/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,UTEP at Tulane,UTEP,Tulane,
10/15/2011,10/15/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,UAB at Tulsa,UAB,Tulsa,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Georgia at Vanderbilt,Georgia,Vanderbilt,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Georgia Tech at Virginia,Georgia Tech,Virginia,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Virginia Tech at Wake Forest,Virginia Tech,Wake Forest,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Colorado at Washington,Colorado,Washington,
10/15/2011,10/15/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Stanford at Washington State,Stanford,Washington State,
10/15/2011,10/15/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Indiana at Wisconsin,Indiana,Wisconsin,
10/15/2011,10/15/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,UNLV at Wyoming,UNLV,Wyoming,
10/18/2011,10/18/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Florida International at Arkansas State,Florida International,Arkansas State,
10/20/2011,10/20/2011,6:00 PM,7:00 PM,8:00 PM,9:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,UCLA at Arizona,UCLA,Arizona,
10/20/2011,10/20/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,UCF at UAB,UCF,UAB,
10/21/2011,10/21/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Rutgers at Louisville,Rutgers,Louisville,
10/21/2011,10/21/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,West Virginia at Syracuse,West Virginia,Syracuse,
10/22/2011,10/22/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Ohio at Akron,Ohio,Akron,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Tennessee at Alabama,Tennessee,Alabama,
10/22/2011,10/22/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Central Michigan at Ball State,Central Michigan,Ball State,
10/22/2011,10/22/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Air Force at Boise State,Air Force,Boise State,
10/22/2011,10/22/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Temple at Bowling Green,Temple,Bowling Green,
10/22/2011,10/22/2011,12:00 PM,1:00 PM,2:00 PM,3:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,Idaho State at Brigham Young,Idaho State,Brigham Young,
10/22/2011,10/22/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Northern Illinois at Buffalo,Northern Illinois,Buffalo,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Utah at California,Utah,California,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,North Carolina at Clemson,North Carolina,Clemson,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oregon at Colorado,Oregon,Colorado,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Wake Forest at Duke,Wake Forest,Duke,
10/22/2011,10/22/2011,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,Western Michigan at Eastern Michigan,Western Michigan,Eastern Michigan,
10/22/2011,10/22/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Middle Tennessee at Florida Atlantic,Middle Tennessee,Florida Atlantic,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Maryland at Florida State,Maryland,Florida State,
10/22/2011,10/23/2011,9:00 PM,10:00 PM,11:00 PM,11:59 PM,12:00 AM,1:00 AM,2:00 AM,3:00 AM,New Mexico State at Hawaii,New Mexico State,Hawaii,
10/22/2011,10/22/2011,1:30 PM,2:30 PM,3:30 PM,4:30 PM,4:30 PM,5:30 PM,6:30 PM,7:30 PM,Marshall at Houston,Marshall,Houston,
10/22/2011,10/22/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Indiana at Iowa,Indiana,Iowa,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Texas A&M at Iowa State,Texas A&M,Iowa State,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Kansas State at Kansas,Kansas State,Kansas,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Jacksonville State at Kentucky,Jacksonville State,Kentucky,
10/22/2011,10/22/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Auburn at LSU,Auburn,LSU,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Georgia Tech at Miami (FL),Georgia Tech,Miami (FL),
10/22/2011,10/22/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Wisconsin at Michigan State,Wisconsin,Michigan State,
10/22/2011,10/22/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Nebraska at Minnesota,Nebraska,Minnesota,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oklahoma State at Missouri,Oklahoma State,Missouri,
10/22/2011,10/22/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,East Carolina at Navy,East Carolina,Navy,
10/22/2011,10/22/2011,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Fresno State at Nevada,Fresno State,Nevada,
10/22/2011,10/22/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Louisiana-Monroe at North Texas,Louisiana-Monroe,North Texas,
10/22/2011,10/22/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Penn State at Northwestern,Penn State,Northwestern,
10/22/2011,10/22/2011,4:30 PM,5:30 PM,6:30 PM,7:30 PM,7:30 PM,8:30 PM,9:30 PM,10:30 PM,USC at Notre Dame,USC,Notre Dame,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Texas Tech at Oklahoma,Texas Tech,Oklahoma,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arkansas at Ole Miss,Arkansas,Ole Miss,
10/22/2011,10/22/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Illinois at Purdue,Illinois,Purdue,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Tulsa at Rice,Tulsa,Rice,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Cincinnati at South Florida,Cincinnati,South Florida,
10/22/2011,10/22/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Southern Methodist at Southern Miss,Southern Methodist,Southern Miss,
10/22/2011,10/22/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Washington at Stanford,Washington,Stanford,
10/22/2011,10/22/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,New Mexico at TCU,New Mexico,TCU,
10/22/2011,10/22/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Miami (OH) at Toledo,Miami (OH),Toledo,
10/22/2011,10/22/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Memphis at Tulane,Memphis,Tulane,
10/22/2011,10/22/2011,12:00 PM,1:00 PM,2:00 PM,3:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,Louisiana Tech at Utah State,Louisiana Tech,Utah State,
10/22/2011,10/22/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Colorado State at UTEP,Colorado State,UTEP,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Army at Vanderbilt,Army,Vanderbilt,
