START DATE,END DATE,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),SUBJEC T,AWAY TEAM,HOME TEAM,LOCATION
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,North Carolina State at Virginia,North Carolina State,Virginia,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Boston College at Virginia Tech,Boston College,Virginia Tech,
10/22/2011,10/22/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oregon State at Washington State,Oregon State,Washington State,
10/22/2011,10/22/2011,1:00 PM,2:00 PM,3:00 PM,4:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,Louisiana-Lafayette at Western Kentucky,Louisiana-Lafayette,Western Kentucky,
10/25/2011,10/25/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Troy at Florida International,Troy,Florida International,
10/26/2011,10/26/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Connecticut at Pittsburgh,Connecticut,Pittsburgh,
10/27/2011,10/27/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Rice at Houston,Rice,Houston,
10/27/2011,10/27/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Virginia at Miami (FL),Virginia,Miami (FL),
10/28/2011,10/28/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Brigham Young at TCU,Brigham Young,TCU,
10/29/2011,10/29/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Central Michigan at Akron,Central Michigan,Akron,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Colorado at Arizona State,Colorado,Arizona State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,North Texas at Arkansas State,North Texas,Arkansas State,
10/29/2011,10/29/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Fordham at Army,Fordham,Army,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Ole Miss at Auburn,Ole Miss,Auburn,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Virginia Tech at Duke,Virginia Tech,Duke,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Tulane at East Carolina,Tulane,East Carolina,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,North Carolina State at Florida State,North Carolina State,Florida State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Clemson at Georgia Tech,Clemson,Georgia Tech,
10/29/2011,10/29/2011,2:00 PM,3:00 PM,4:00 PM,5:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,Hawaii at Idaho,Hawaii,Idaho,
10/29/2011,10/29/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Northwestern at Indiana,Northwestern,Indiana,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oklahoma at Kansas State,Oklahoma,Kansas State,
10/29/2011,10/29/2011,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,Bowling Green at Kent State,Bowling Green,Kent State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Mississippi State at Kentucky,Mississippi State,Kentucky,
10/29/2011,10/29/2011,1:00 PM,2:00 PM,3:00 PM,4:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,San Jose State at Louisiana Tech,San Jose State,Louisiana Tech,
10/29/2011,10/29/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Western Kentucky at Louisiana-Monroe,Western Kentucky,Louisiana-Monroe,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Syracuse at Louisville,Syracuse,Louisville,
10/29/2011,10/29/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,UAB at Marshall,UAB,Marshall,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Boston College at Maryland,Boston College,Maryland,
10/29/2011,10/29/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Buffalo at Miami (OH),Buffalo,Miami (OH),
10/29/2011,10/29/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Purdue at Michigan,Purdue,Michigan,
10/29/2011,10/29/2011,4:30 PM,5:30 PM,6:30 PM,7:30 PM,7:30 PM,8:30 PM,9:30 PM,10:30 PM,Louisiana-Lafayette at Middle Tennessee,Louisiana-Lafayette,Middle Tennessee,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Iowa at Minnesota,Iowa,Minnesota,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Michigan State at Nebraska,Michigan State,Nebraska,
10/29/2011,10/29/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Air Force at New Mexico,Air Force,New Mexico,
10/29/2011,10/29/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Nevada at New Mexico State,Nevada,New Mexico State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Wake Forest at North Carolina,Wake Forest,North Carolina,
10/29/2011,10/29/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Navy at Notre Dame,Navy,Notre Dame,
10/29/2011,10/29/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Wisconsin at Ohio State,Wisconsin,Ohio State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Baylor at Oklahoma State,Baylor,Oklahoma State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Washington State at Oregon,Washington State,Oregon,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Illinois at Penn State,Illinois,Penn State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,West Virginia at Rutgers,West Virginia,Rutgers,
10/29/2011,10/29/2011,7:00 PM,8:00 PM,9:00 PM,10:00 PM,10:00 PM,11:00 PM,11:59 PM,11:59 PM,Wyoming at San Diego State,Wyoming,San Diego State,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,South Carolina at Tennessee,South Carolina,Tennessee,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Kansas at Texas,Kansas,Texas,
10/29/2011,10/29/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Missouri at Texas A&M,Missouri,Texas A&M,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Iowa State at Texas Tech,Iowa State,Texas Tech,
10/29/2011,10/29/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Southern Methodist at Tulsa,Southern Methodist,Tulsa,
10/29/2011,10/29/2011,1:00 PM,2:00 PM,3:00 PM,4:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,Memphis at UCF,Memphis,UCF,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,California at UCLA,California,UCLA,
10/29/2011,10/29/2011,3:00 PM,4:00 PM,5:00 PM,6:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,Colorado State at UNLV,Colorado State,UNLV,
10/29/2011,10/29/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Stanford at USC,Stanford,USC,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oregon State at Utah,Oregon State,Utah,
10/29/2011,10/29/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Southern Miss at UTEP,Southern Miss,UTEP,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arkansas at Vanderbilt,Arkansas,Vanderbilt,
10/29/2011,10/29/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arizona at Washington,Arizona,Washington,
10/29/2011,10/29/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Ball State at Western Michigan,Ball State,Western Michigan,
10/29/2011,10/29/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Georgia vs. Florida*,none,none,neutral field
11/1/2011,11/1/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Northern Illinois at Toledo,Northern Illinois,Toledo,
11/2/2011,11/2/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Temple at Ohio,Temple,Ohio,
11/3/2011,11/3/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Florida State at Boston College,Florida State,Boston College,
11/3/2011,11/3/2011,4:30 PM,5:30 PM,6:30 PM,7:30 PM,7:30 PM,8:30 PM,9:30 PM,10:30 PM,Akron at Miami (OH),Akron,Miami (OH),
11/3/2011,11/3/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Tulsa at UCF,Tulsa,UCF,
11/4/2011,11/4/2011,6:00 PM,7:00 PM,8:00 PM,9:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,USC at Colorado,USC,Colorado,
11/4/2011,11/4/2011,3:00 PM,4:00 PM,5:00 PM,6:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,Central Michigan at Kent State,Central Michigan,Kent State,
11/5/2011,11/5/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Army at Air Force,Army,Air Force,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,LSU at Alabama,LSU,Alabama,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Utah at Arizona,Utah,Arizona,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,South Carolina at Arkansas,South Carolina,Arkansas,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Missouri at Baylor,Missouri,Baylor,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Washington State at California,Washington State,California,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Syracuse at Connecticut,Syracuse,Connecticut,
11/5/2011,11/5/2011,1:00 PM,2:00 PM,3:00 PM,4:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,Southern Miss at East Carolina,Southern Miss,East Carolina,
11/5/2011,11/5/2011,9:00 AM,10:00 AM,11:00 AM,12:00 PM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,Ball State at Eastern Michigan,Ball State,Eastern Michigan,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Vanderbilt at Florida,Vanderbilt,Florida,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arkansas State at Florida Atlantic,Arkansas State,Florida Atlantic,
11/5/2011,11/5/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Louisiana Tech at Fresno State,Louisiana Tech,Fresno State,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,New Mexico State at Georgia,New Mexico State,Georgia,
11/5/2011,11/6/2011,9:00 PM,10:00 PM,11:00 PM,11:59 PM,12:00 AM,1:00 AM,2:00 AM,3:00 AM,Utah State at Hawaii,Utah State,Hawaii,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Michigan at Iowa,Michigan,Iowa,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Kansas at Iowa State,Kansas,Iowa State,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Ole Miss at Kentucky,Ole Miss,Kentucky,
11/5/2011,11/5/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Louisiana-Monroe at Louisiana-Lafayette,Louisiana-Monroe,Louisiana-Lafayette,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Virginia at Maryland,Virginia,Maryland,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Duke at Miami (FL),Duke,Miami (FL),
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Minnesota at Michigan State,Minnesota,Michigan State,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Tennessee-Martin at Mississippi State,Tennessee-Martin,Mississippi State,
11/5/2011,11/5/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Troy at Navy,Troy,Navy,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Northwestern at Nebraska,Northwestern,Nebraska,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,North Carolina at North Carolina State,North Carolina,North Carolina State,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Indiana at Ohio State,Indiana,Ohio State,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Texas A&M at Oklahoma,Texas A&M,Oklahoma,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Kansas State at Oklahoma State,Kansas State,Oklahoma State,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Stanford at Oregon State,Stanford,Oregon State,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Cincinnati at Pittsburgh,Cincinnati,Pittsburgh,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,UTEP at Rice,UTEP,Rice,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,South Florida at Rutgers,South Florida,Rutgers,
11/5/2011,11/5/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,New Mexico at San Diego State,New Mexico,San Diego State,
11/5/2011,11/5/2011,1:00 PM,2:00 PM,3:00 PM,4:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,Idaho at San Jose State,Idaho,San Jose State,
11/5/2011,11/5/2011,12:00 PM,1:00 PM,2:00 PM,3:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,Tulane at Southern Methodist,Tulane,Southern Methodist,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Middle Tennessee at Tennessee,Middle Tennessee,Tennessee,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Texas Tech at Texas,Texas Tech,Texas,
11/5/2011,11/5/2011,4:00 PM,5:00 PM,6:00 PM,7:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,Houston at UAB,Houston,UAB,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arizona State at UCLA,Arizona State,UCLA,
11/5/2011,11/5/2011,7:30 PM,8:30 PM,9:30 PM,10:30 PM,10:30 PM,11:30 PM,11:59 PM,11:59 PM,Boise State at UNLV,Boise State,UNLV,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Notre Dame at Wake Forest,Notre Dame,Wake Forest,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oregon at Washington,Oregon,Washington,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Louisville at West Virginia,Louisville,West Virginia,
11/5/2011,11/5/2011,1:00 PM,2:00 PM,3:00 PM,4:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,Florida International at Western Kentucky,Florida International,Western Kentucky,
11/5/2011,11/5/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Purdue at Wisconsin,Purdue,Wisconsin,
11/5/2011,11/5/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,TCU at Wyoming,TCU,Wyoming,
11/8/2011,11/8/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Northern Illinois at Bowling Green,Northern Illinois,Bowling Green,
11/8/2011,11/8/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Western Michigan at Toledo,Western Michigan,Toledo,
11/9/2011,11/9/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Miami (OH) at Temple,Miami (OH),Temple,
11/10/2011,11/10/2011,4:30 PM,5:30 PM,6:30 PM,7:30 PM,7:30 PM,8:30 PM,9:30 PM,10:30 PM,Ohio at Central Michigan,Ohio,Central Michigan,
11/10/2011,11/10/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Virginia Tech at Georgia Tech,Virginia Tech,Georgia Tech,
11/10/2011,11/10/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Houston at Tulane,Houston,Tulane,
11/11/2011,11/11/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,South Florida at Syracuse,South Florida,Syracuse,
11/12/2011,11/12/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Wyoming at Air Force,Wyoming,Air Force,
11/12/2011,11/12/2011,11:00 AM,12:00 PM,1:00 PM,2:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,Kent State at Akron,Kent State,Akron,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Tennessee at Arkansas,Tennessee,Arkansas,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Louisiana-Lafayette at Arkansas State,Louisiana-Lafayette,Arkansas State,
11/12/2011,11/12/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,Rutgers at Army,Rutgers,Army,
11/12/2011,11/12/2011,12:30 PM,1:30 PM,2:30 PM,3:30 PM,3:30 PM,4:30 PM,5:30 PM,6:30 PM,TCU at Boise State,TCU,Boise State,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,North Carolina State at Boston College,North Carolina State,Boston College,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Idaho at Brigham Young,Idaho,Brigham Young,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Oregon State at California,Oregon State,California,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,West Virginia at Cincinnati,West Virginia,Cincinnati,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Wake Forest at Clemson,Wake Forest,Clemson,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Arizona at Colorado,Arizona,Colorado,
11/12/2011,11/12/2011,3:00 PM,4:00 PM,5:00 PM,6:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,San Diego State at Colorado State,San Diego State,Colorado State,
11/12/2011,11/12/2011,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,Buffalo at Eastern Michigan,Buffalo,Eastern Michigan,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Florida Atlantic at Florida International,Florida Atlantic,Florida International,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Miami (FL) at Florida State,Miami (FL),Florida State,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Auburn at Georgia,Auburn,Georgia,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Michigan at Illinois,Michigan,Illinois,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Michigan State at Iowa,Michigan State,Iowa,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Baylor at Kansas,Baylor,Kansas,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Texas A&M at Kansas State,Texas A&M,Kansas State,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Middle Tennessee at Louisiana-Monroe,Middle Tennessee,Louisiana-Monroe,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Pittsburgh at Louisville,Pittsburgh,Louisville,
11/12/2011,11/12/2011,5:00 PM,6:00 PM,7:00 PM,8:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Western Kentucky at LSU,Western Kentucky,LSU,
11/12/2011,11/12/2011,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,UAB at Memphis,UAB,Memphis,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Wisconsin at Minnesota,Wisconsin,Minnesota,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Alabama at Mississippi State,Alabama,Mississippi State,
11/12/2011,11/12/2011,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,Texas at Missouri,Texas,Missouri,
11/12/2011,11/12/2011,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Hawaii at Nevada,Hawaii,Nevada,
